time (EST),btc,dot,eth,matic,sol,uni
2022-06-25 01:00:00,21267.15,8.194,1222.8,0.6107,41.42,5.481
2022-06-25 13:00:00,21052.04,7.901,1190.2,0.5721,40.0,5.331
2022-06-26 01:00:00,21449.97,8.101,1240.02,0.5937,41.38,5.651
2022-06-26 13:00:00,21305.13,8.087,1223.96,0.5904,40.48,5.667
2022-06-27 01:00:00,21224.97,8.002,1221.89,0.5727,40.4,5.716
2022-06-27 13:00:00,20752.01,7.888,1190.71,0.5345,38.71,5.454
2022-06-28 01:00:00,20732.77,7.596,1184.75,0.5192,37.65,5.163
2022-06-28 13:00:00,20576.42,7.554,1173.16,0.5146,36.39,5.09
2022-06-29 01:00:00,20250.12,7.249,1146.66,0.5318,35.37,4.876
2022-06-29 13:00:00,19938.54,7.061,1091.49,0.4871,33.41,5.028
2022-06-30 01:00:00,19960.1,6.832,1082.59,0.4733,32.31,4.988
2022-06-30 13:00:00,19067.24,6.818,1030.38,0.4486,32.13,4.758
2022-07-01 01:00:00,19389.98,6.764,1051.24,0.4687,32.63,4.832
2022-07-01 13:00:00,19381.8,6.737,1066.33,0.4617,32.72,4.819
2022-07-02 01:00:00,19205.86,6.721,1047.08,0.4585,32.47,4.781
2022-07-02 13:00:00,19271.22,6.787,1059.02,0.4713,33.19,4.902
2022-07-03 01:00:00,19161.23,6.794,1070.69,0.4869,33.14,4.876
2022-07-03 13:00:00,19115.52,6.711,1054.66,0.4565,32.56,4.798
2022-07-04 01:00:00,19115.14,6.713,1054.73,0.4553,32.67,4.742
2022-07-04 13:00:00,19766.51,7.017,1113.87,0.475,34.6,5.032
2022-07-05 01:00:00,20219.72,7.024,1147.77,0.5237,35.79,5.353
2022-07-05 13:00:00,19605.46,6.723,1098.48,0.4896,33.87,5.126
2022-07-06 01:00:00,20143.08,6.853,1139.03,0.5119,36.04,5.337
2022-07-06 13:00:00,20276.26,6.918,1142.11,0.517,36.04,5.346
2022-07-07 01:00:00,20423.84,6.943,1174.25,0.5195,36.91,5.367
2022-07-07 13:00:00,20938.67,7.17,1223.91,0.5634,38.41,5.715
2022-07-08 01:00:00,21976.49,7.292,1254.13,0.5885,38.33,5.759
2022-07-08 13:00:00,21799.47,7.09,1224.72,0.5878,38.58,5.697
2022-07-09 01:00:00,21517.4,7.137,1212.6,0.5939,38.45,6.113
2022-07-09 13:00:00,21706.68,7.256,1222.68,0.5961,38.42,6.405
2022-07-10 01:00:00,21310.58,7.068,1193.34,0.5741,37.46,6.23
2022-07-10 13:00:00,20888.03,6.875,1171.44,0.5678,37.03,6.217
2022-07-11 01:00:00,20470.64,6.769,1145.76,0.5532,35.4,6.077
2022-07-11 13:00:00,20528.05,6.831,1149.94,0.5838,35.39,5.895
2022-07-12 01:00:00,19989.81,6.592,1088.0,0.5815,33.86,5.526
2022-07-12 13:00:00,19852.22,6.509,1077.73,0.5747,34.03,5.771
2022-07-13 01:00:00,19451.08,6.363,1052.13,0.5441,33.06,5.535
2022-07-13 13:00:00,19867.61,6.361,1090.78,0.5669,33.87,5.674
2022-07-14 01:00:00,20100.74,6.45,1107.17,0.6433,34.47,6.184
2022-07-14 13:00:00,20254.96,6.525,1142.74,0.6761,35.03,6.466
2022-07-15 01:00:00,20527.46,6.693,1192.66,0.691,37.05,7.0
2022-07-15 13:00:00,20878.77,6.849,1231.42,0.6935,37.67,6.901
2022-07-16 01:00:00,20741.07,6.755,1222.63,0.6977,37.22,6.788
2022-07-16 13:00:00,21435.1,7.131,1354.22,0.7332,39.82,7.307
2022-07-17 01:00:00,21341.35,7.199,1360.39,0.7669,40.44,7.271
2022-07-17 13:00:00,21218.96,7.057,1351.08,0.7586,39.08,7.067
2022-07-18 01:00:00,21376.06,7.227,1414.3,0.8438,41.43,7.27
2022-07-18 13:00:00,22127.37,7.467,1487.83,0.9423,41.64,7.16
2022-07-19 01:00:00,21981.64,7.613,1526.89,0.9187,43.58,7.323
2022-07-19 13:00:00,23173.53,7.901,1556.75,0.9179,46.32,7.5
2022-07-20 01:00:00,23338.97,7.896,1560.33,0.935,45.09,7.512
2022-07-20 13:00:00,23508.48,7.641,1547.26,0.8478,43.28,7.15
2022-07-21 01:00:00,22903.71,7.272,1484.84,0.8226,40.62,6.823
2022-07-21 13:00:00,22998.82,7.486,1550.01,0.9157,43.36,7.226
2022-07-22 01:00:00,22951.59,7.451,1567.85,0.8927,42.32,7.108
2022-07-22 13:00:00,23103.48,7.566,1583.19,0.8719,41.58,7.091
2022-07-23 01:00:00,22978.47,7.48,1591.73,0.883,41.86,7.157
2022-07-23 13:00:00,22100.65,7.18,1507.85,0.8297,39.65,6.749
2022-07-24 01:00:00,22572.85,7.453,1577.91,0.8648,40.54,7.055
2022-07-24 13:00:00,22784.86,7.454,1602.56,0.8851,41.0,7.048
2022-07-25 01:00:00,21913.78,7.101,1525.3,0.8421,38.43,6.96
2022-07-25 13:00:00,21974.85,7.096,1530.11,0.8301,38.95,7.359
2022-07-26 01:00:00,21094.24,6.681,1424.09,0.7653,35.9,6.869
2022-07-26 13:00:00,21006.48,6.628,1388.08,0.7482,35.41,6.438
2022-07-27 01:00:00,21167.93,6.771,1444.23,0.7798,36.47,6.677
2022-07-27 13:00:00,21504.44,6.755,1480.71,0.8045,36.73,6.844
2022-07-28 01:00:00,23039.1,7.676,1628.56,0.879,39.44,8.172
2022-07-28 13:00:00,23911.75,7.92,1731.98,0.9499,42.32,9.289
2022-07-29 01:00:00,23915.62,8.127,1724.47,0.9718,43.32,9.08
2022-07-29 13:00:00,23764.57,8.102,1681.83,0.9255,41.84,8.861
2022-07-30 01:00:00,23767.27,8.299,1705.81,0.9286,41.8,8.866
2022-07-30 13:00:00,24586.1,8.735,1730.65,0.9713,46.01,8.925
2022-07-31 01:00:00,23799.67,8.28,1702.23,0.9716,44.29,8.942
2022-07-31 13:00:00,23763.65,8.955,1710.14,0.9552,44.24,8.985
2022-08-01 01:00:00,23357.7,8.846,1689.89,0.9237,42.79,8.402
2022-08-01 13:00:00,23173.47,8.269,1650.63,0.9043,41.88,8.259
2022-08-02 01:00:00,22886.86,7.786,1582.09,0.8614,40.4,8.021
2022-08-02 13:00:00,23367.03,8.134,1669.3,0.9008,42.09,8.582
2022-08-03 01:00:00,22828.93,7.922,1616.63,0.8845,38.41,8.295
2022-08-03 13:00:00,23445.42,8.35,1660.9,0.9138,40.18,9.025
2022-08-04 01:00:00,23084.13,8.229,1653.36,0.9062,39.49,8.923
2022-08-04 13:00:00,22596.54,7.968,1591.37,0.8874,38.29,8.718
2022-08-05 01:00:00,23094.37,8.377,1650.07,0.9176,39.87,9.047
2022-08-05 13:00:00,23049.8,8.503,1681.23,0.9056,39.97,8.941
2022-08-06 01:00:00,23193.24,8.688,1730.37,0.9291,40.53,8.956
2022-08-06 13:00:00,23083.91,8.612,1697.85,0.9139,40.11,8.81
2022-08-07 01:00:00,22978.28,8.485,1680.69,0.9062,39.87,8.84
2022-08-07 13:00:00,23225.53,8.783,1712.94,0.9197,40.7,8.946
2022-08-08 01:00:00,23347.15,8.787,1715.73,0.9216,42.09,8.904
2022-08-08 13:00:00,23968.56,9.239,1770.63,0.9231,42.32,8.862
2022-08-09 01:00:00,23875.06,9.235,1776.79,0.926,42.64,8.818
2022-08-09 13:00:00,23089.57,8.781,1693.0,0.8847,40.33,8.294
2022-08-10 01:00:00,22958.56,8.691,1682.16,0.8845,39.63,8.477
2022-08-10 13:00:00,23943.62,9.587,1833.23,0.929,41.96,9.252
2022-08-11 01:00:00,24594.58,9.529,1900.02,0.9455,44.27,9.32
2022-08-11 13:00:00,24370.96,9.333,1905.08,0.9325,43.89,9.244
2022-08-12 01:00:00,23995.65,9.235,1897.79,0.9252,43.4,9.062
2022-08-12 13:00:00,24014.38,9.355,1893.62,0.9172,43.01,9.03
2022-08-13 01:00:00,24739.17,9.536,1994.73,0.9967,47.59,9.131
2022-08-13 13:00:00,24508.75,9.48,1990.46,1.0073,46.45,9.095
2022-08-14 01:00:00,24555.97,9.393,1992.49,1.032,46.95,9.43
2022-08-14 13:00:00,24261.78,8.937,1938.14,0.9977,44.9,8.899
2022-08-15 01:00:00,24847.38,9.206,1984.79,1.0125,46.47,9.114
2022-08-15 13:00:00,24241.92,8.937,1925.2,0.9665,44.57,8.687
2022-08-16 01:00:00,23912.47,8.689,1865.61,0.9444,43.02,8.24
2022-08-16 13:00:00,23859.85,8.789,1879.35,0.9366,43.26,8.365
2022-08-17 01:00:00,24096.81,9.061,1906.88,0.9532,44.17,8.527
2022-08-17 13:00:00,23393.14,8.417,1838.35,0.9002,41.31,8.053
2022-08-18 01:00:00,23436.66,8.409,1849.01,0.8902,40.7,8.041
2022-08-18 13:00:00,23376.06,8.436,1874.77,0.8968,40.88,7.908
2022-08-19 01:00:00,22806.5,7.831,1820.76,0.8336,38.25,7.234
2022-08-19 13:00:00,21553.49,7.619,1723.69,0.8042,37.57,7.172
2022-08-20 01:00:00,21106.87,7.381,1631.95,0.7908,36.48,7.041
2022-08-20 13:00:00,21194.23,7.327,1611.11,0.7874,35.7,6.99
2022-08-21 01:00:00,21182.36,7.222,1580.66,0.7879,34.93,7.017
2022-08-21 13:00:00,21474.49,7.475,1630.4,0.8131,36.52,7.25
2022-08-22 01:00:00,21478.51,7.367,1606.75,0.8139,36.23,7.155
2022-08-22 13:00:00,21298.48,7.238,1579.82,0.793,34.58,6.827
2022-08-23 01:00:00,21267.08,7.405,1609.61,0.8148,35.29,7.012
2022-08-23 13:00:00,21460.73,7.563,1638.05,0.8208,35.39,7.079
2022-08-24 01:00:00,21339.43,7.519,1624.4,0.813,34.9,6.954
2022-08-24 13:00:00,21748.03,7.703,1677.02,0.8356,35.88,7.18
2022-08-25 01:00:00,21547.49,7.596,1678.59,0.8188,35.53,7.093
2022-08-25 13:00:00,21466.55,7.519,1698.07,0.8094,35.61,6.973
2022-08-26 01:00:00,21473.06,7.492,1674.64,0.8177,34.81,6.834
2022-08-26 13:00:00,20719.81,7.136,1576.62,0.7907,33.14,6.433
2022-08-27 01:00:00,19993.73,6.822,1478.99,0.7633,31.32,5.975
2022-08-27 13:00:00,20017.89,7.02,1470.96,0.7947,31.2,6.044
2022-08-28 01:00:00,19996.11,7.048,1489.45,0.8106,31.49,6.005
2022-08-28 13:00:00,20007.08,7.082,1482.99,0.82,31.75,6.01
2022-08-29 01:00:00,19809.32,6.953,1450.17,0.7814,30.51,5.899
2022-08-29 13:00:00,20229.56,7.205,1528.57,0.8075,31.69,6.218
2022-08-30 01:00:00,20423.45,7.319,1582.72,0.8334,32.8,6.401
2022-08-30 13:00:00,19625.2,6.933,1483.0,0.7875,30.91,5.961
2022-08-31 01:00:00,20335.13,7.245,1602.2,0.836,32.47,6.327
2022-08-31 13:00:00,20115.45,7.087,1559.51,0.8306,31.9,6.228
2022-09-01 01:00:00,20087.66,7.028,1559.33,0.8455,31.43,6.143
2022-09-01 13:00:00,19732.9,6.998,1547.18,0.8539,30.81,6.111
2022-09-02 01:00:00,20157.5,7.25,1591.75,0.8808,31.71,6.315
2022-09-02 13:00:00,20084.0,7.473,1605.04,0.8824,31.71,6.562
2022-09-03 01:00:00,19955.87,7.283,1569.61,0.8792,31.2,6.34
2022-09-03 13:00:00,19767.29,7.266,1549.35,0.8775,31.05,6.289
2022-09-04 01:00:00,19787.48,7.32,1554.77,0.886,31.49,6.354
2022-09-04 13:00:00,19900.85,7.268,1569.45,0.8832,31.81,6.465
2022-09-05 01:00:00,19802.91,7.556,1572.23,0.8894,31.96,6.412
2022-09-05 13:00:00,19840.31,7.458,1597.78,0.8779,31.95,6.38
2022-09-06 01:00:00,19750.31,7.543,1646.5,0.8908,32.65,6.535
2022-09-06 13:00:00,19171.27,7.24,1610.37,0.8567,32.29,6.119
2022-09-07 01:00:00,18756.81,6.908,1514.87,0.8057,30.99,5.84
2022-09-07 13:00:00,18940.01,7.124,1556.79,0.8222,31.85,5.952
2022-09-08 01:00:00,19323.32,7.166,1638.45,0.8369,32.56,6.106
2022-09-08 13:00:00,19216.74,7.257,1634.69,0.8347,33.45,6.141
2022-09-09 01:00:00,20355.29,7.6,1694.66,0.8693,35.13,6.433
2022-09-09 13:00:00,21395.57,7.859,1720.67,0.887,34.91,6.525
2022-09-10 01:00:00,21495.82,7.807,1732.82,0.8891,34.79,6.571
2022-09-10 13:00:00,21332.75,7.67,1720.5,0.888,34.63,6.525
2022-09-11 01:00:00,21585.44,7.746,1764.25,0.8985,34.75,6.566
2022-09-11 13:00:00,21665.06,7.795,1771.04,0.9031,35.74,6.641
2022-09-12 01:00:00,21708.78,7.644,1724.22,0.8817,34.73,6.481
2022-09-12 13:00:00,22247.46,7.703,1715.34,0.919,37.36,6.767
2022-09-13 01:00:00,22342.75,7.627,1719.28,0.9399,38.45,6.68
2022-09-13 13:00:00,20795.22,7.254,1620.66,0.8652,35.13,6.221
2022-09-14 01:00:00,20359.99,7.201,1620.51,0.8656,33.79,6.196
2022-09-14 13:00:00,20178.66,7.199,1589.33,0.8504,33.43,6.098
2022-09-15 01:00:00,20026.84,7.023,1598.57,0.84,33.09,5.945
2022-09-15 13:00:00,19873.84,7.016,1515.47,0.8347,33.32,5.975
2022-09-16 01:00:00,19818.8,6.923,1475.5,0.8214,32.97,5.91
2022-09-16 13:00:00,19448.51,6.782,1424.45,0.7952,31.82,5.732
2022-09-17 01:00:00,19869.04,6.991,1435.16,0.8121,32.77,5.89
2022-09-17 13:00:00,20133.25,7.134,1468.37,0.8273,33.42,5.99
2022-09-18 01:00:00,20020.67,7.002,1453.88,0.8223,33.56,5.986
2022-09-18 13:00:00,19733.3,6.784,1392.2,0.7994,32.55,5.795
2022-09-19 01:00:00,18808.6,6.325,1310.12,0.7452,31.54,5.368
2022-09-19 13:00:00,19163.8,6.357,1347.81,0.7616,32.13,5.445
2022-09-20 01:00:00,19406.57,6.341,1365.2,0.7592,32.5,5.5
2022-09-20 13:00:00,19016.53,6.287,1354.25,0.7462,31.95,5.386
2022-09-21 01:00:00,19001.92,6.334,1338.5,0.7439,31.97,5.478
2022-09-21 13:00:00,19274.35,6.289,1346.35,0.7331,31.76,5.407
2022-09-22 01:00:00,18671.56,6.239,1259.45,0.721,31.15,5.613
2022-09-22 13:00:00,18954.05,6.356,1274.31,0.7379,31.69,5.663
2022-09-23 01:00:00,19382.74,6.569,1347.31,0.7664,32.93,5.956
2022-09-23 13:00:00,18805.28,6.304,1296.45,0.7417,31.69,5.807
2022-09-24 01:00:00,19154.23,6.482,1326.09,0.7747,33.98,5.94
2022-09-24 13:00:00,19140.63,6.447,1342.28,0.7703,33.75,5.876
2022-09-25 01:00:00,19031.95,6.327,1328.75,0.7625,33.96,5.925
2022-09-25 13:00:00,18938.68,6.214,1290.96,0.7439,32.79,5.706
2022-09-26 01:00:00,18776.14,6.254,1292.92,0.7338,32.25,5.618
2022-09-26 13:00:00,19024.24,6.484,1316.59,0.7441,32.86,5.889
2022-09-27 01:00:00,19997.6,6.746,1377.59,0.7754,34.62,6.44
2022-09-27 13:00:00,18951.98,6.306,1323.07,0.7337,32.78,6.315
2022-09-28 01:00:00,18693.49,6.25,1279.98,0.7247,32.35,6.128
2022-09-28 13:00:00,19567.53,6.409,1333.76,0.7454,33.18,6.422
2022-09-29 01:00:00,19552.22,6.447,1339.98,0.7494,33.62,6.477
2022-09-29 13:00:00,19516.84,6.386,1340.21,0.7528,34.26,6.394
2022-09-30 01:00:00,19455.61,6.427,1330.1,0.7729,34.06,6.329
2022-09-30 13:00:00,19740.8,6.464,1354.21,0.7829,34.79,6.505
2022-10-01 01:00:00,19396.59,6.307,1328.92,0.7783,32.97,6.518
2022-10-01 13:00:00,19295.07,6.264,1309.89,0.764,32.65,6.539
2022-10-02 01:00:00,19334.4,6.317,1312.96,0.7749,33.0,6.38
2022-10-02 13:00:00,19198.95,6.239,1297.78,0.7712,32.54,6.224
2022-10-03 01:00:00,19081.6,6.195,1286.8,0.7667,32.09,6.283
2022-10-03 13:00:00,19454.21,6.344,1322.78,0.8012,33.05,6.447
2022-10-04 01:00:00,19620.0,6.369,1329.56,0.8143,33.13,6.62
2022-10-04 13:00:00,19932.52,6.408,1342.57,0.8321,33.9,6.656
2022-10-05 01:00:00,20177.21,6.427,1353.68,0.8369,34.04,6.663
2022-10-05 13:00:00,20260.83,6.383,1356.51,0.8499,33.98,6.777
2022-10-06 01:00:00,20305.01,6.467,1372.61,0.8462,34.36,6.904
2022-10-06 13:00:00,20102.45,6.396,1367.2,0.8466,33.91,6.902
2022-10-07 01:00:00,19922.64,6.354,1352.94,0.8391,33.46,6.954
2022-10-07 13:00:00,19441.29,6.297,1325.6,0.8313,32.89,6.813
2022-10-08 01:00:00,19463.37,6.353,1328.37,0.8214,32.8,6.72
2022-10-08 13:00:00,19499.37,6.344,1327.35,0.8184,32.84,6.626
2022-10-09 01:00:00,19393.22,6.314,1313.24,0.8116,32.55,6.529
2022-10-09 13:00:00,19489.95,6.476,1323.77,0.825,33.05,6.605
2022-10-10 01:00:00,19447.18,6.453,1323.61,0.8312,33.05,6.56
2022-10-10 13:00:00,19197.27,6.33,1304.17,0.8336,32.38,6.323
2022-10-11 01:00:00,19067.76,6.193,1277.74,0.8061,31.44,6.388
2022-10-11 13:00:00,19134.75,6.23,1293.02,0.8007,31.73,6.144
2022-10-12 01:00:00,19082.46,6.197,1289.76,0.7939,31.19,6.105
2022-10-12 13:00:00,19106.81,6.165,1294.82,0.7889,31.12,6.086
2022-10-13 01:00:00,19082.95,6.078,1284.69,0.7623,30.61,5.759
2022-10-13 13:00:00,19091.43,6.046,1267.51,0.7663,29.97,6.05
2022-10-14 01:00:00,19816.95,6.234,1326.54,0.8029,31.77,6.442
2022-10-14 13:00:00,19300.0,6.066,1300.72,0.7918,30.49,6.18
2022-10-15 01:00:00,19164.04,6.051,1294.18,0.796,30.03,6.223
2022-10-15 13:00:00,19137.2,6.066,1286.67,0.8001,29.97,6.076
2022-10-16 01:00:00,19141.8,6.142,1285.45,0.7948,29.85,6.077
2022-10-16 13:00:00,19146.0,6.147,1283.44,0.794,29.89,6.055
2022-10-17 01:00:00,19247.97,6.17,1305.77,0.8069,30.27,6.117
2022-10-17 13:00:00,19511.73,6.218,1321.9,0.8369,30.93,6.35
2022-10-18 01:00:00,19570.59,6.237,1334.1,0.8669,31.07,6.339
2022-10-18 13:00:00,19401.86,6.14,1309.05,0.855,30.22,6.452
2022-10-19 01:00:00,19286.44,6.122,1304.9,0.8676,30.02,6.48
2022-10-19 13:00:00,19146.25,6.182,1294.8,0.8659,29.63,6.668
2022-10-20 01:00:00,19171.92,6.15,1293.66,0.8454,29.31,6.555
2022-10-20 13:00:00,19143.51,6.074,1286.4,0.8281,28.78,6.279
2022-10-21 01:00:00,19050.58,5.866,1288.52,0.813,28.15,6.056
2022-10-21 13:00:00,19109.92,5.813,1298.63,0.8047,27.84,6.011
2022-10-22 01:00:00,19152.24,5.786,1297.73,0.8188,27.69,6.001
2022-10-22 13:00:00,19194.55,5.821,1314.14,0.8293,27.76,6.085
2022-10-23 01:00:00,19195.01,5.847,1311.08,0.829,28.28,6.092
2022-10-23 13:00:00,19213.91,5.861,1315.38,0.8336,28.07,6.036
2022-10-24 01:00:00,19312.17,5.846,1343.78,0.8815,28.58,6.21
2022-10-24 13:00:00,19263.1,5.867,1334.5,0.892,28.36,6.131
2022-10-25 01:00:00,19319.63,5.915,1344.68,0.8905,28.39,6.121
2022-10-25 13:00:00,20104.84,6.502,1466.75,0.9284,31.63,6.632
2022-10-26 01:00:00,20149.61,6.472,1478.08,0.9234,31.1,6.612
2022-10-26 13:00:00,20793.53,6.49,1555.93,0.9429,31.21,6.742
2022-10-27 01:00:00,20835.82,6.543,1564.65,0.9379,31.74,6.836
2022-10-27 13:00:00,20606.27,6.433,1554.48,0.9195,31.39,7.1
2022-10-28 01:00:00,20236.58,6.353,1503.81,0.9037,30.52,6.82
2022-10-28 13:00:00,20718.17,6.543,1564.89,0.9431,31.8,6.899
2022-10-29 01:00:00,20683.38,6.587,1579.47,0.9384,32.7,6.835
2022-10-29 13:00:00,20889.13,6.72,1639.4,0.9488,33.25,7.129
2022-10-30 01:00:00,20763.99,6.618,1620.26,0.9292,32.87,7.265
2022-10-30 13:00:00,20612.42,6.565,1580.68,0.9101,32.18,6.889
2022-10-31 01:00:00,20585.51,6.736,1594.59,0.912,33.19,6.908
2022-10-31 13:00:00,20384.35,6.649,1564.11,0.9057,32.87,6.886
2022-11-01 01:00:00,20526.9,6.626,1593.96,0.9019,32.78,7.05
2022-11-01 13:00:00,20428.63,6.494,1573.28,0.8789,32.36,7.226
2022-11-02 01:00:00,20535.96,6.454,1594.06,0.8749,32.33,7.183
2022-11-02 13:00:00,20515.53,6.333,1567.59,0.8638,31.49,6.939
2022-11-03 01:00:00,20340.28,6.442,1550.98,0.956,32.14,7.303
2022-11-03 13:00:00,20271.29,6.484,1544.98,0.9537,31.33,7.139
2022-11-04 01:00:00,20349.95,6.596,1549.27,1.1149,31.76,7.045
2022-11-04 13:00:00,20771.0,6.8,1622.21,1.1261,32.9,7.597
2022-11-05 01:00:00,21400.59,7.054,1645.76,1.1888,34.61,7.634
2022-11-05 13:00:00,21297.63,7.146,1633.98,1.2028,37.36,7.645
2022-11-06 01:00:00,21226.4,7.017,1618.19,1.1536,36.1,7.577
2022-11-06 13:00:00,21227.11,7.074,1611.8,1.1681,34.61,7.377
2022-11-07 01:00:00,20842.97,6.873,1582.56,1.1941,32.27,7.407
2022-11-07 13:00:00,20702.34,7.248,1587.26,1.2713,32.37,7.133
2022-11-08 01:00:00,19696.1,6.491,1470.7,1.0837,25.88,6.345
2022-11-08 13:00:00,19030.17,6.423,1412.58,1.0702,24.69,6.466
2022-11-09 01:00:00,18367.67,6.233,1300.64,0.9737,20.2,6.013
2022-11-09 13:00:00,16746.98,5.855,1153.54,0.8213,14.98,5.172
2022-11-10 01:00:00,16606.27,5.725,1178.27,0.9308,14.95,5.349
2022-11-10 13:00:00,17382.88,5.914,1272.67,1.1004,17.16,5.654
2022-11-11 01:00:00,17282.74,5.779,1267.84,1.0828,16.99,5.656
2022-11-11 13:00:00,16949.64,5.649,1275.71,1.0448,16.47,6.197
2022-11-12 01:00:00,16709.34,5.597,1247.87,0.9447,15.11,5.485
2022-11-12 13:00:00,16839.4,5.798,1266.08,0.9558,15.05,5.552
2022-11-13 01:00:00,16834.55,5.86,1262.48,0.9553,14.49,6.139
2022-11-13 13:00:00,16502.34,5.768,1225.04,0.8938,13.79,5.86
2022-11-14 01:00:00,15868.18,5.517,1176.95,0.8683,12.51,5.458
2022-11-14 13:00:00,16532.71,5.787,1236.14,0.9087,13.69,5.963
2022-11-15 01:00:00,16688.48,5.836,1249.16,0.9233,14.12,6.011
2022-11-15 13:00:00,16960.85,5.994,1262.48,0.9638,14.37,6.376
2022-11-16 01:00:00,16829.3,5.956,1250.84,0.9374,14.4,6.259
2022-11-16 13:00:00,16620.28,5.708,1216.84,0.8965,14.13,5.963
2022-11-17 01:00:00,16577.32,5.698,1213.05,0.8829,14.34,5.967
2022-11-17 13:00:00,16692.49,5.703,1210.49,0.8849,13.52,5.779
2022-11-18 01:00:00,16754.82,5.713,1213.59,0.8895,13.58,5.885
2022-11-18 13:00:00,16585.88,5.643,1205.04,0.8706,13.13,5.814
2022-11-19 01:00:00,16560.24,5.55,1202.22,0.8535,12.8,5.697
2022-11-19 13:00:00,16594.69,5.568,1206.07,0.8667,12.69,5.739
2022-11-20 01:00:00,16655.92,5.599,1216.71,0.87,13.09,5.749
2022-11-20 13:00:00,16545.05,5.42,1173.89,0.8277,12.78,5.54
2022-11-21 01:00:00,16180.99,5.264,1131.13,0.8094,11.92,5.344
2022-11-21 13:00:00,15975.41,5.133,1100.24,0.7792,11.68,5.197
2022-11-22 01:00:00,15754.08,5.131,1095.96,0.793,11.6,5.123
2022-11-22 13:00:00,16137.96,5.245,1124.05,0.8449,11.78,5.298
2022-11-23 01:00:00,16439.87,5.403,1158.09,0.8596,13.03,5.451
2022-11-23 13:00:00,16391.3,5.341,1153.48,0.8437,13.26,5.397
2022-11-24 01:00:00,16662.45,5.496,1201.75,0.873,14.39,5.505
2022-11-24 13:00:00,16568.79,5.368,1198.8,0.8489,14.52,5.411
2022-11-25 01:00:00,16380.29,5.267,1175.29,0.8274,14.01,5.324
2022-11-25 13:00:00,16493.34,5.287,1190.96,0.8445,14.07,5.433
2022-11-26 01:00:00,16562.92,5.308,1216.38,0.8546,14.32,5.479
2022-11-26 13:00:00,16506.05,5.369,1211.77,0.8505,14.19,5.47
2022-11-27 01:00:00,16566.2,5.38,1218.05,0.8534,14.22,5.541
2022-11-27 13:00:00,16527.46,5.388,1214.7,0.8573,14.3,5.551
2022-11-28 01:00:00,16147.33,5.124,1167.49,0.8141,13.32,5.236
2022-11-28 13:00:00,16171.33,5.184,1170.46,0.8204,13.34,5.255
2022-11-29 01:00:00,16460.95,5.26,1206.76,0.8391,13.71,5.435
2022-11-29 13:00:00,16378.28,5.256,1208.79,0.8307,13.37,5.408
2022-11-30 01:00:00,16850.35,5.392,1269.49,0.8676,13.69,5.775
2022-11-30 13:00:00,16785.21,5.335,1268.21,0.8731,13.37,5.707
2022-12-01 01:00:00,17106.49,5.399,1282.99,0.9194,13.87,5.781
2022-12-01 13:00:00,16966.78,5.395,1278.06,0.9238,13.6,5.886
2022-12-02 01:00:00,16929.1,5.41,1273.21,0.9125,13.48,5.982
2022-12-02 13:00:00,16941.97,5.613,1279.59,0.9171,13.62,6.116
2022-12-03 01:00:00,16958.85,5.575,1284.04,0.9222,13.55,6.306
2022-12-03 13:00:00,16974.28,5.558,1270.09,0.9179,13.55,6.172
2022-12-04 01:00:00,17030.12,5.545,1260.14,0.9168,13.47,6.199
2022-12-04 13:00:00,17099.12,5.56,1269.36,0.916,13.52,6.208
2022-12-05 01:00:00,17310.14,5.709,1295.24,0.9378,13.95,6.379
2022-12-05 13:00:00,17057.4,5.553,1265.42,0.917,13.92,6.197
2022-12-06 01:00:00,17002.79,5.483,1259.62,0.9101,14.08,6.147
2022-12-06 13:00:00,16941.96,5.456,1249.32,0.9001,13.96,6.054
2022-12-07 01:00:00,16986.51,5.446,1257.16,0.9027,13.97,6.137
2022-12-07 13:00:00,16828.03,5.294,1234.66,0.8873,13.62,5.997
2022-12-08 01:00:00,16798.57,5.286,1226.61,0.888,13.3,5.926
2022-12-08 13:00:00,16978.82,5.324,1252.94,0.9079,13.58,6.103
2022-12-09 01:00:00,17217.16,5.39,1280.57,0.9239,13.68,6.118
2022-12-09 13:00:00,17131.58,5.298,1268.46,0.9161,13.58,6.148
2022-12-10 01:00:00,17151.19,5.286,1264.91,0.9056,13.66,6.183
2022-12-10 13:00:00,17186.07,5.302,1270.49,0.9103,13.64,6.106
2022-12-11 01:00:00,17189.65,5.294,1276.65,0.9135,13.65,6.107
2022-12-11 13:00:00,17169.71,5.289,1273.68,0.907,13.71,6.058
2022-12-12 01:00:00,16938.24,5.132,1247.09,0.885,13.01,5.777
2022-12-12 13:00:00,17013.7,5.129,1253.14,0.8859,13.16,5.839
2022-12-13 01:00:00,17188.12,5.114,1271.72,0.9004,13.08,5.884
2022-12-13 13:00:00,17671.13,5.234,1312.32,0.9217,13.7,6.034
2022-12-14 01:00:00,17775.67,5.272,1320.84,0.9214,13.87,6.095
2022-12-14 13:00:00,18191.18,5.295,1338.18,0.9282,14.75,6.089
2022-12-15 01:00:00,17731.67,5.182,1291.46,0.9017,14.29,5.945
2022-12-15 13:00:00,17410.58,5.185,1271.48,0.885,13.99,5.884
2022-12-16 01:00:00,17396.71,5.199,1269.42,0.8842,13.95,5.823
2022-12-16 13:00:00,16818.26,5.033,1196.47,0.8314,12.95,5.474
